workflow_id,workflow_name,task_name,env,version,params_json,checksum,is_current,valid_from,valid_to
286895381596248,wf_silver_calendar,upload_gold_calendar,prd,1,"{""base_dir_prefix"":""BLVP02_PRD01/Extract/Beliv"",""workflow_config"":""beliv_prd.synexis.workflow_config"",""workflow_execution_log"":""beliv_prd.synexis.workflow_execution_log"",""file_header"":""true""}",null,true,null,null
69188372220224,wf_gold_onhand,upload_gold_onhand,prd,1,"{""base_dir_prefix"":""BLVP02_PRD01/Extract/Beliv"",""workflow_config"":""beliv_prd.synexis.workflow_config"",""workflow_execution_log"":""beliv_prd.synexis.workflow_execution_log"",""file_header"":""true""}",null,true,null,null
292396691365634,wf_gold_currency_conversion_forecast,upload_gold_currency_conversion_forecast,prd,1,"{""base_dir_prefix"":""BLVP02_PRD01/Extract/Beliv"",""workflow_config"":""beliv_prd.synexis.workflow_config"",""workflow_execution_log"":""beliv_prd.synexis.workflow_execution_log"",""file_header"":""true""}",null,true,null,null
990966218300128,wf_gold_site_master,upload_gold_site_master,prd,1,"{""base_dir_prefix"":""BLVP02_PRD01/Extract/Beliv"",""workflow_config"":""beliv_prd.synexis.workflow_config"",""workflow_execution_log"":""beliv_prd.synexis.workflow_execution_log"",""file_header"":""true""}",null,true,null,null
880200725522953,wf_gold_currency_conversion_actual,upload_gold_currency_conversion_actual,prd,1,"{""base_dir_prefix"":""BLVP02_PRD01/Extract/Beliv"",""workflow_config"":""beliv_prd.synexis.workflow_config"",""workflow_execution_log"":""beliv_prd.synexis.workflow_execution_log"",""file_header"":""true""}",null,true,null,null
1050005173895920,wf_gold_part_supplier_mapping,upload_gold_part_supplier_mapping,prd,1,"{""base_dir_prefix"":""BLVP02_PRD01/Extract/Beliv"",""workflow_config"":""beliv_prd.synexis.workflow_config"",""workflow_execution_log"":""beliv_prd.synexis.workflow_execution_log"",""file_header"":""true""}",null,true,null,null
681708534589022,wf_gold_part_uom_conversion,upload_gold_part_uom_conversion,prd,1,"{""base_dir_prefix"":""BLVP02_PRD01/Extract/Beliv"",""workflow_config"":""beliv_prd.synexis.workflow_config"",""workflow_execution_log"":""beliv_prd.synexis.workflow_execution_log"",""file_header"":""true""}",null,true,null,null
1103805883851322,wf_gold_customerprice,upload_gold_customerprice,prd,1,"{""base_dir_prefix"":""BLVP02_PRD01/Extract/Beliv"",""workflow_config"":""beliv_prd.synexis.workflow_config"",""workflow_execution_log"":""beliv_prd.synexis.workflow_execution_log"",""file_header"":""true""}",null,true,null,null
791765044547810,wf_gold_calendar_date_dim,upload_gold_calendar_date_dim,prd,1,"{""base_dir_prefix"":""BLVP02_PRD01/Extract/Beliv"",""workflow_config"":""beliv_prd.synexis.workflow_config"",""workflow_execution_log"":""beliv_prd.synexis.workflow_execution_log"",""file_header"":""true""}",null,true,null,null
164329534284513,wf_gold_unit_of_measure,upload_gold_unit_of_measure,prd,1,"{""base_dir_prefix"":""BLVP02_PRD01/Extract/Beliv"",""workflow_config"":""beliv_prd.synexis.workflow_config"",""workflow_execution_log"":""beliv_prd.synexis.workflow_execution_log"",""file_header"":""true""}",null,true,null,null
471603129664655,wf_gold_supplier,upload_gold_supplier,prd,1,"{""base_dir_prefix"":""BLVP02_PRD01/Extract/Beliv"",""workflow_config"":""beliv_prd.synexis.workflow_config"",""workflow_execution_log"":""beliv_prd.synexis.workflow_execution_log"",""file_header"":""true""}",null,true,null,null
1103805883851322,wf_gold_customerprice,load_gold_customerprice,prd,1,"{""Part_master"":""beliv_prd.synexis.gold_part_master"",""idpricing_table"":""beliv_prd.synexis.silver_id_pricing"",""target_table"":""beliv_prd.synexis.gold_customer_price""}",null,true,null,null
