customer_id,part_site_value,customer_site_value,part_name,forecast_item_path,integration_id,execution_id,workflow_execution_id,create_timestamp,last_updated_timestamp,record_key_hash
66328,EMBOTELLADORA_LA_MARIPOSA_66328,EMBOTELLADORA_LA_MARIPOSA_66328,AA041005,AA041005_EMBOTELLADORA_LA_MARIPOSA_66328,66328,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,3ef7e341fa0f656337ee1b4b36d198c883b77da5d2e137e533cf56b8e7443a5d
30001,THE_TESALIA_30001,THE_TESALIA_30001,BA013130,BA013130_THE_TESALIA_30001,30001,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,d46cf620a633d392f2afe2815ef8f2ebee9349b23d7a578359e584267f3462c8
66313,BELLOWS_INTERNATIONAL_66313,BELLOWS_INTERNATIONAL_66313,AA780634,AA780634_BELLOWS_INTERNATIONAL_66313,66313,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,aee4eedd38e372bed2f63bddde0e5d8aea7c1ac0edcac8163a8a2db20cd933fb
2060885,MARES_2060885,MARES_2060885,AA004155,AA004155_MARES_2060885,2060885,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,ce63c80493749c35522baef1d982755ca76c41b801b97e35162601266805c20b
2067820,TRANSMUNDI_2067820,TRANSMUNDI_2067820,BA017367,BA017367_TRANSMUNDI_2067820,2067820,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,abeca9570157a65ffe8d7e1a89ebfe4460b25d5cec128622bedafc1c42b9200a
30001,THE_TESALIA_30001,THE_TESALIA_30001,BA000148,BA000148_THE_TESALIA_30001,30001,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,10c24609fc1bc036b99633e5827e40e7f3bf7f1e1982626323c28604dc82c033
66336,PEPSICOLA_PUERTO_RICO_66336,PEPSICOLA_PUERTO_RICO_66336,BA023398,BA023398_PEPSICOLA_PUERTO_RICO_66336,66336,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,81c1a300b828f40f460acc7259d25530c2af86218d7e66895e49ab90c2530e8e
2060890,EMBOTELLADORA_LA_NACIONAL_2060890,EMBOTELLADORA_LA_NACIONAL_2060890,BA014962,BA014962_EMBOTELLADORA_LA_NACIONAL_2060890,2060890,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,55448053ca9b666b20c1de5c87e4fc2943a8f530bc25383a4dc3558d673fa79a
30001,THE_TESALIA_30001,THE_TESALIA_30001,BA005946,BA005946_THE_TESALIA_30001,30001,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,59c7b5a9ed20a55f80e146fc10f4a8e60473c9d9853b4b8ccdc9c15584b82205
66317,IBERIA_FOODS_NY_66317,IBERIA_FOODS_NY_66317,BA000796,BA000796_IBERIA_FOODS_NY_66317,66317,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,ff19b23a405bed3293219ad086835888b29016d5f374276bf2c105e0daa907ad
66377,KASIM_66377,KASIM_66377,BA020759,BA020759_KASIM_66377,66377,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,0eb337c5622e8c3a5f2c564548e5feccc4ae1dbd1d9c8ed708ca159d2988aa34
66385,REFRESCO_66385,REFRESCO_66385,AA781391,AA781391_REFRESCO_66385,66385,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,1e2469cdd136a85993390782e392c0617ed588c968b7c65a62c95b6f01f80c8f
2060885,MARES_2060885,MARES_2060885,BA017301,BA017301_MARES_2060885,2060885,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,ffd4d9dd0a667cd49f0983ef06266c11cfebbe5206f2890c68e2b67ccb0f1bd0
30001,THE_TESALIA_30001,THE_TESALIA_30001,BA024990,BA024990_THE_TESALIA_30001,30001,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,48d2c722f93f2ba056098fa39cfa8b4e067ebd6e803407e584979867f07224db
67373,B&L GOOD BROTHERS OHIO_67373,B&L GOOD BROTHERS OHIO_67373,AA279081,AA279081_B&L GOOD BROTHERS OHIO_67373,67373,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,e590c901090c088df65513a56578b3bfe176419530d40a2ee0d7e1d0de91ecca
66624,RECINOS_66624,RECINOS_66624,AA486190,AA486190_RECINOS_66624,66624,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,1c35263c67fe8247926e3c5bd48492ceaf1821ce4714fbdfa75a5c1944075d0a
66328,EMBOTELLADORA_LA_MARIPOSA_66328,EMBOTELLADORA_LA_MARIPOSA_66328,AA050014,AA050014_EMBOTELLADORA_LA_MARIPOSA_66328,66328,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,bf04388bdd787cd1b591c5b1e68e4c5724915a22a8c5ac34c7a63801dae25449
2060885,MARES_2060885,MARES_2060885,BA011206,BA011206_MARES_2060885,2060885,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,e3a2e220d3e51af634e59ce8d9949d687a7e712f792104769a6269c86c1a762b
66274,CORRIPIO_66274,CORRIPIO_66274,BA006108,BA006108_CORRIPIO_66274,66274,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,3fd598e4954628623910630bd1796259dee75eeb8f9c312a748e50ec9190b409
2064553,SAN_RAFAEL_2064553,SAN_RAFAEL_2064553,BA005341,BA005341_SAN_RAFAEL_2064553,2064553,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,98dfc3447c65678bc63b3b186ebd54135bbfcb9bd1f602da145ad71c26fb8758
30001,THE_TESALIA_30001,THE_TESALIA_30001,BA012540,BA012540_THE_TESALIA_30001,30001,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,99861c4bd978782bee0bc5a8ef2b53bba1b996cbd6ebaeb246aae41ecbcf5598
66328,EMBOTELLADORA_LA_MARIPOSA_66328,EMBOTELLADORA_LA_MARIPOSA_66328,BA004928,BA004928_EMBOTELLADORA_LA_MARIPOSA_66328,66328,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,3aa046f0ef3b128c708aa39c6bc48093dc6e0ec495177305d045a332fc8bb5b5
66377,KASIM_66377,KASIM_66377,AA583081,AA583081_KASIM_66377,66377,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,bf2403dc2066a52f1f31a43d6ac1154dd4040a1b17144da5906017ae59739fc3
2060890,EMBOTELLADORA_LA_NACIONAL_2060890,EMBOTELLADORA_LA_NACIONAL_2060890,AA123110,AA123110_EMBOTELLADORA_LA_NACIONAL_2060890,2060890,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,83dfb172865521881be8b48010ee25e1cff0bec50a72cb2d7b81baf7b7d14fe0
2108340,IMPADOEL_2108340,IMPADOEL_2108340,BA011726,BA011726_IMPADOEL_2108340,2108340,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,17f8762474f378ad8dea201c77979c12d926a1b78c315f8b7cd562ea3acfaf6c
67075,SKANDRA S.A._67075,SKANDRA S.A._67075,AA066145,AA066145_SKANDRA S.A._67075,67075,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,0ae293902ca1f88cbee840dccaeb96a0423623dea6b248db9e262ff67de83e3c
66377,KASIM_66377,KASIM_66377,BA024481,BA024481_KASIM_66377,66377,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,62dcc4b60d8a96914b24a11d5b1b68a007e84b78f465c3f7b02b43fd5dc184db
30001,THE_TESALIA_30001,THE_TESALIA_30001,BA000783,BA000783_THE_TESALIA_30001,30001,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,c53c57aec63483d6f0640acfbf17c82915b304adbc11b469febfba7bf6b81788
67372,B&L GOOD BROTHERS MASSACHUSETTS_67372,B&L GOOD BROTHERS MASSACHUSETTS_67372,BA007458,BA007458_B&L GOOD BROTHERS MASSACHUSETTS_67372,67372,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,31a00d38394453822b075c5191a99abbb1c7af925cb748497746eaecf4ced5b3
66328,EMBOTELLADORA_LA_MARIPOSA_66328,EMBOTELLADORA_LA_MARIPOSA_66328,AA041155,AA041155_EMBOTELLADORA_LA_MARIPOSA_66328,66328,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,0576efb9846eb4305df6102b5cc2f9377f213479e2bc5076b23dd73ea37d421a
66318,SUNBURST_TRADING_66318,SUNBURST_TRADING_66318,AA781600,AA781600_SUNBURST_TRADING_66318,66318,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,a635031bff3d58c626204e9a91208fbdd8d22725bb074172e467bc558781a6ae
68195,UNIDEX_68195,UNIDEX_68195,BA018679,BA018679_UNIDEX_68195,68195,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,080566b41d735ffd9f2a23c44eddc9913e5386fab2eef9df22d5b27f2b1da31e
66336,PEPSICOLA_PUERTO_RICO_66336,PEPSICOLA_PUERTO_RICO_66336,BA017960,BA017960_PEPSICOLA_PUERTO_RICO_66336,66336,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,5a0b5c08edef0675298d562e999af8a1a361bed1228f3937b305c5d34253e5c6
66274,CORRIPIO_66274,CORRIPIO_66274,BA017303,BA017303_CORRIPIO_66274,66274,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,e43e776c80c089ef058198d29bdd41fee17c5736008aee3901fd42b166be3f32
30001,THE_TESALIA_30001,THE_TESALIA_30001,BA021507,BA021507_THE_TESALIA_30001,30001,ee8e49f9-2ef4-445a-88a2-22db92454225,dec2219f-a6a2-4255-b582-3e3102593a42,2026-02-25T06:24:11.175Z,2026-02-25T06:24:11.196Z,6c8bbcce752f940c32935edeb83bd2945d0946253f09780f0df4508459c8b726
