sku_code,id_producing_plant,component,component_description,producing_plant,effective_in,effective_out,requirement,explosion,safety_stock,business_model,year,integration_id,record_key_hash,execution_id,create_timestamp,last_updated_timestamp
AA781389,J001,421573,CONC. KOLA CHAMPAGNE EXPORT 55 GAL,Jamaica Exports (PCJ),1/01/1801,9999-12-02 00:00:00,X,0.0028428075892605637,45,Concentrate,2026,AA781389~421573~J001,0438c183846ff9e8a86e7b9d46bd53b7ae70799288ba760df45276f48b38fad7,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-19T03:11:22.399Z,2026-02-25T06:14:37.903Z
AA780392,J001,600403,JARABE TERMINADO TING MIX EXPORT,Jamaica Exports (PCJ),1/01/1801,9999-12-02 00:00:00,X,0.033146,45,Concentrate,2026,AA780392~600403~J001,c416acf0209b9aedaace610577c3dfbe45ebb6af995cb78b11ccd1dfdba4f73a,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-19T03:11:22.399Z,2026-02-25T06:14:37.903Z
AA780634,J001,600399,JARABE TERMINADO PINK TING MIX EXPORT,Jamaica Exports (PCJ),1/01/1801,9999-12-02 00:00:00,X,0.037758,45,Concentrate,2026,AA780634~600399~J001,17da806ccffecc18ab9508285a4ccb01a379080051e95391e2a656b99abcef53,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-19T03:11:22.399Z,2026-02-25T06:14:37.903Z
AA760392,J001,600403,JARABE TERMINADO TING MIX EXPORT,Jamaica Exports (PCJ),1/01/1801,9999-12-02 00:00:00,X,0.074716,45,Concentrate,2026,AA760392~600403~J001,11e6e859f4ab67cfd19a38466b21302853d15b8032c974f6ccda479b88e27e94,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-19T03:11:22.399Z,2026-02-25T06:14:37.903Z
BA002022,400000105,427336,Frutaris Manzana,Tesalia_Ecuador,1/01/1805,9999-12-06 00:00:00,X,0.00035499999999999996,45,Concentrate,2026,BA002022~427336~400000105,e9d0a97268fe6530caad0d0c89eb1d90ace2f9f58e557b8411a184a9e14ab443,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-18T03:14:32.168Z,2026-02-25T06:14:37.903Z
BA002023,400000105,427336,Frutaris Manzana,Tesalia_Ecuador,1/01/1805,9999-12-06 00:00:00,X,0.001,45,Concentrate,2026,BA002023~427336~400000105,37c0c9d2c07c198f0cc61d59253dd583d13cefe72ab2e2b7d4a20869f29ed311,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-18T03:14:32.168Z,2026-02-25T06:14:37.903Z
BA019934,400000105,426214,Manzana,Tesalia_Ecuador,1/01/1805,9999-12-06 00:00:00,X,0.00028399999999999996,45,Concentrate,2026,BA019934~426214~400000105,8a6e3400137c01dedab32e7c71b25612f712e0651b15170ab723c17c8ac62ded,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-18T03:14:32.168Z,2026-02-25T06:14:37.903Z
BA020438,400000105,426213,Tropical,Tesalia_Ecuador,1/01/1805,9999-12-06 00:00:00,X,0.00024,45,Concentrate,2026,BA020438~426213~400000105,ab4ac607f5566743a11fca1bcc79335eb4f5f8311efe8bd708d8c363f36541de,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-18T03:14:32.168Z,2026-02-25T06:14:37.903Z
BA013133,400000105,426213,Tropical,Tesalia_Ecuador,1/01/1805,9999-12-06 00:00:00,X,0.0008,45,Concentrate,2026,BA013133~426213~400000105,b93344312f6ee0b1f7f056d35734687910554c1879b64560c452934d2c725728,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-18T03:14:32.168Z,2026-02-25T06:14:37.903Z
BA019929,400000105,426213,Tropical,Tesalia_Ecuador,1/01/1805,9999-12-06 00:00:00,X,0.00028399999999999996,45,Concentrate,2026,BA019929~426213~400000105,5e43282de2d697fb3d7886bc0b46fcf63da7822bb795a9fba05c23b93953a64f,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-18T03:14:32.168Z,2026-02-25T06:14:37.903Z
BA006724,400000105,427336,Frutaris Manzana,Tesalia_Ecuador,1/01/1805,9999-12-06 00:00:00,X,0.001,45,Concentrate,2026,BA006724~427336~400000105,a57989726043fe2df5a29fe5a71e16b5e863ca93199eafac865f69f2c99d0452,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-18T03:14:32.168Z,2026-02-25T06:14:37.903Z
BA021508,400000105,426213,Tropical,Tesalia_Ecuador,1/01/1805,9999-12-06 00:00:00,X,0.00024,45,Concentrate,2026,BA021508~426213~400000105,cf5e94337d7fd82890dda3b47112740e7d7d16bde8a8a017ec8522558305256f,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-18T03:14:32.168Z,2026-02-25T06:14:37.903Z
BA005103,400000105,427336,Frutaris Manzana,Tesalia_Ecuador,1/01/1805,9999-12-06 00:00:00,X,0.00035499999999999996,45,Concentrate,2026,BA005103~427336~400000105,9ac401967caf988554861d21f682eec8964bab06da07c14b9b7a0f0f95f66108,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-18T03:14:32.168Z,2026-02-25T06:14:37.903Z
BA020437,400000105,427336,Frutaris Manzana,Tesalia_Ecuador,1/01/1805,9999-12-06 00:00:00,X,0.001,45,Concentrate,2026,BA020437~427336~400000105,9d75e0004ead20cebf6313a766e4b5213be9b97e52d83a72e1404565e781ae7b,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-18T03:14:32.168Z,2026-02-25T06:14:37.903Z
BA020409,400000105,426213,Tropical,Tesalia_Ecuador,1/01/1805,9999-12-06 00:00:00,X,0.0008,45,Concentrate,2026,BA020409~426213~400000105,b20d3e7003bd2203dcbaf7c95a2496c90417b63878fb8fcb2d2fe6c381793294,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-18T03:14:32.168Z,2026-02-25T06:14:37.903Z
BA015682,400000105,427336,Frutaris Manzana,Tesalia_Ecuador,1/01/1805,9999-12-06 00:00:00,X,0.00035499999999999996,45,Concentrate,2026,BA015682~427336~400000105,46f9092a6ec43c3b22156625ed278c473131432daac28b14b6ca4625feebc694,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-18T03:14:32.168Z,2026-02-25T06:14:37.903Z
GM24016,400000105,426213,Tropical,Tesalia_Ecuador,1/01/1805,9999-12-06 00:00:00,X,0.0006,45,Concentrate,2026,GM24016~426213~400000105,a2ec7f89db261a267333c54352513fcf5e7a9a40275b9f19777c30d3e52753e2,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-18T03:14:32.168Z,2026-02-25T06:14:37.903Z
BA011680,400000105,426214,Manzana,Tesalia_Ecuador,1/01/1805,9999-12-06 00:00:00,X,0.00028399999999999996,45,Concentrate,2026,BA011680~426214~400000105,dce754531ba9943ec5b05e0062d6ea9f54361890262ef6ab1124b278d1dda437,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-18T03:14:32.168Z,2026-02-25T06:14:37.903Z
BA011684,400000105,426213,Tropical,Tesalia_Ecuador,1/01/1805,9999-12-06 00:00:00,X,0.00028399999999999996,45,Concentrate,2026,BA011684~426213~400000105,b24499b46ed4a6e5bd7957fa096f595fed8bc97cd157e7ecd0a65b278b8f4c1c,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-18T03:14:32.168Z,2026-02-25T06:14:37.903Z
BA000879,400000105,426213,Tropical,Tesalia_Ecuador,1/01/1805,9999-12-06 00:00:00,X,0.0006,45,Concentrate,2026,BA000879~426213~400000105,65c18ce6f7e015775c8e952cb4105b785ccc88ca7d869c76ed7c3a15189137c2,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-18T03:14:32.168Z,2026-02-25T06:14:37.903Z
BA000877,400000105,426213,Tropical,Tesalia_Ecuador,1/01/1805,9999-12-06 00:00:00,X,0.0008,45,Concentrate,2026,BA000877~426213~400000105,aad6c83d8cacbecfe9afbb10d4fd0b55d31b35777f1862751f4a5d84308c4c44,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-18T03:14:32.168Z,2026-02-25T06:14:37.903Z
BA000786,400000105,426213,Tropical,Tesalia_Ecuador,1/01/1805,9999-12-06 00:00:00,X,0.0005046666666666667,45,Concentrate,2026,BA000786~426213~400000105,47b24f85cf948179c9ac5942588324bf3cd47c53c79a4fcd3783b78e6ddebdc0,5897f84c-6594-4afa-a908-b0f617bbfa29,2026-02-18T03:14:32.168Z,2026-02-25T06:14:37.903Z
