currency,date,rate,integration_id,execution_id,workflow_execution_id,create_timestamp,last_updated_timestamp,record_key_hash
HNL,20241201,25.41947,HNL~20241201,8ff44d82-67ad-42d4-8002-fb175f7df1ef,4f30886f-8e48-4a2d-b6f6-09675d074bb5,2026-01-28T11:21:12.382Z,2026-01-28T11:21:12.382Z,d693548acdf11dd21765e1aad9f42d77b8a562e35f313d8944b17fd91138df60
EUR,20240201,1.00000,EUR~20240201,8ff44d82-67ad-42d4-8002-fb175f7df1ef,4f30886f-8e48-4a2d-b6f6-09675d074bb5,2026-01-28T11:21:12.382Z,2026-01-28T11:21:12.382Z,c7f307b9005bd97dfa06b76de3bb10ab6b8bff975597ab7848d49da4f349cbef
ARS,20250401,1073.77574,ARS~20250401,8ff44d82-67ad-42d4-8002-fb175f7df1ef,4f30886f-8e48-4a2d-b6f6-09675d074bb5,2026-01-28T11:21:12.382Z,2026-01-28T11:21:12.382Z,5cd0000d96440052bfb34d7938303f0f6948be4ff18e31d2473e2aced97a9c80
HNL,20240901,24.85000,HNL~20240901,8ff44d82-67ad-42d4-8002-fb175f7df1ef,4f30886f-8e48-4a2d-b6f6-09675d074bb5,2026-01-28T11:21:12.382Z,2026-01-28T11:21:12.382Z,0f270fd72351082ac6c431f133770157218fd3e8caa3e7098b1bb6c660f5b069
NIO,20250501,36.62430,NIO~20250501,8ff44d82-67ad-42d4-8002-fb175f7df1ef,4f30886f-8e48-4a2d-b6f6-09675d074bb5,2026-01-28T11:21:12.382Z,2026-01-28T11:21:12.382Z,99528fa749b4d641195b0f215bc712ca3ee05bfbf7916e4794adf2679487e9b1
NIO,20231101,36.57891,NIO~20231101,8ff44d82-67ad-42d4-8002-fb175f7df1ef,4f30886f-8e48-4a2d-b6f6-09675d074bb5,2026-01-28T11:21:12.382Z,2026-01-28T11:21:12.382Z,49b1ffd1d4dce97548ca256597f532ee765252158d33ef3b7796f1be31ac245e
JMD,20250301,158.00000,JMD~20250301,8ff44d82-67ad-42d4-8002-fb175f7df1ef,4f30886f-8e48-4a2d-b6f6-09675d074bb5,2026-01-28T11:21:12.382Z,2026-01-28T11:21:12.382Z,fcaa048b740872baa105a45fe2a558e0858dbce802a9d1411b54bb202496a0d6
EUR,20240401,0.93216,EUR~20240401,8ff44d82-67ad-42d4-8002-fb175f7df1ef,4f30886f-8e48-4a2d-b6f6-09675d074bb5,2026-01-28T11:21:12.382Z,2026-01-28T11:21:12.382Z,c491174a75fff3ca56c335214d5e2024565c5d901b0e2799d2791ec78d33b296
UYU,20240901,42.00000,UYU~20240901,8ff44d82-67ad-42d4-8002-fb175f7df1ef,4f30886f-8e48-4a2d-b6f6-09675d074bb5,2026-01-28T11:21:12.382Z,2026-01-28T11:21:12.382Z,451a1f9e21d75a47e09e14dd7fcfa59c292261e2b8df345e6633de8913b70853
TTD,20241101,6.78366,TTD~20241101,8ff44d82-67ad-42d4-8002-fb175f7df1ef,4f30886f-8e48-4a2d-b6f6-09675d074bb5,2026-01-28T11:21:12.382Z,2026-01-28T11:21:12.382Z,83f49da58ea63f76ffd78053c9f2cb532faf4c0609e1d86f8f09f34e1184e2d3
JMD,20240701,157.23075,JMD~20240701,8ff44d82-67ad-42d4-8002-fb175f7df1ef,4f30886f-8e48-4a2d-b6f6-09675d074bb5,2026-01-28T11:21:12.382Z,2026-01-28T11:21:12.382Z,0127d793b11cbc810164986c138c4087a8002a9c9ae05ab9109dff7bf8aa540e
GTQ,20260301,7.70000,GTQ~20260301,8ff44d82-67ad-42d4-8002-fb175f7df1ef,4f30886f-8e48-4a2d-b6f6-09675d074bb5,2026-01-28T11:21:12.382Z,2026-01-28T11:21:12.382Z,9880f7e63a9ef539ca15c3d07a70d1484908f89be24df35ed1f2f9def5210537
NIO,20230301,36.33592,NIO~20230301,8ff44d82-67ad-42d4-8002-fb175f7df1ef,4f30886f-8e48-4a2d-b6f6-09675d074bb5,2026-01-28T11:21:12.382Z,2026-01-28T11:21:12.382Z,8e8dc331ff28e04f312bb3958ac0e929aa6bc425d1a141a7e4be747cac274ddc
UYU,20241001,41.54496,UYU~20241001,8ff44d82-67ad-42d4-8002-fb175f7df1ef,4f30886f-8e48-4a2d-b6f6-09675d074bb5,2026-01-28T11:21:12.382Z,2026-01-28T11:21:12.382Z,329b7592ac328c4e2cdca1b8b0405641bd766d21517bc6ef058bf8b00357bcbe
