header_category,header_customer,header_part_name,header_site,date,header_customer_name,quantity,unit_price,currency,SellIN_Flag,integration_id,record_key_hash,batch_id,execution_id,create_timestamp,last_updated_timestamp
Shipments,66385,BA022100,REFRESCO_66385,20260120,REFRESCO,6701.59,0.00,USD,Y,8acbcf1246dacae1ab72692c112e73fc5e3498aecef19940e8de5129770facba,8acbcf1246dacae1ab72692c112e73fc5e3498aecef19940e8de5129770facba,2bc9f4b2-833a-40c0-8862-55fa3b7cc2c4,2be3fbcd-0776-4abd-8836-9c6179d2f7fb,2026-02-25T07:14:11.099Z,2026-02-25T07:14:11.135Z
Shipments,66385,AA781391,REFRESCO_66385,20260121,REFRESCO,694.91,0.00,USD,Y,5279de67120f0e2c5395209ef8ba59131324dcf0ed204d278f0e72b24bddf999,5279de67120f0e2c5395209ef8ba59131324dcf0ed204d278f0e72b24bddf999,2bc9f4b2-833a-40c0-8862-55fa3b7cc2c4,2be3fbcd-0776-4abd-8836-9c6179d2f7fb,2026-02-25T07:14:11.099Z,2026-02-25T07:14:11.135Z
Shipments,66318,AA780392,SUNBURST_TRADING_66318,20260130,SUNBURST_TRADING,1440.01,17.50,USD,Y,dee171a5df99c5fff96ac33a966a6fbf8ef17638c76ea0db699626c18cfd43eb,dee171a5df99c5fff96ac33a966a6fbf8ef17638c76ea0db699626c18cfd43eb,2bc9f4b2-833a-40c0-8862-55fa3b7cc2c4,2be3fbcd-0776-4abd-8836-9c6179d2f7fb,2026-02-25T07:14:11.099Z,2026-02-25T07:14:11.135Z
Shipments,66385,BA022100,REFRESCO_66385,20260121,REFRESCO,670.16,0.00,USD,Y,974c6a0c7f2b4166e36db51e90f73ac452f66601fa9aed85ab41386bf6b2f3af,974c6a0c7f2b4166e36db51e90f73ac452f66601fa9aed85ab41386bf6b2f3af,2bc9f4b2-833a-40c0-8862-55fa3b7cc2c4,2be3fbcd-0776-4abd-8836-9c6179d2f7fb,2026-02-25T07:14:11.099Z,2026-02-25T07:14:11.135Z
Shipments,66378,AA648077,RIO_GRANDE_66378,20260126,RIO_GRANDE,2268.02,6.58,USD,Y,8e786167ed623a80a56d8cf9d9846409ebcdec54318ed0cb9b8fb232693ffbc1,8e786167ed623a80a56d8cf9d9846409ebcdec54318ed0cb9b8fb232693ffbc1,2bc9f4b2-833a-40c0-8862-55fa3b7cc2c4,2be3fbcd-0776-4abd-8836-9c6179d2f7fb,2026-02-25T07:14:11.099Z,2026-02-25T07:14:11.135Z
Shipments,66570,AA583601,HANSCHELL_66570,20260127,HANSCHELL,500.00,9.20,USD,Y,ad18a2a2b8f2dc16a9da311f2883fd083b1cd4ae25f7d497bb62a0a5afc1a44d,ad18a2a2b8f2dc16a9da311f2883fd083b1cd4ae25f7d497bb62a0a5afc1a44d,2bc9f4b2-833a-40c0-8862-55fa3b7cc2c4,2be3fbcd-0776-4abd-8836-9c6179d2f7fb,2026-02-25T07:14:11.099Z,2026-02-25T07:14:11.135Z
Shipments,2067820,AA281191,TRANSMUNDI_2067820,20260126,TRANSMUNDI,189.00,0.00,USD,Y,af6a097feaf617dd6b15b3ff71d1463f39a363e212fac4d88d911c16c3c22378,af6a097feaf617dd6b15b3ff71d1463f39a363e212fac4d88d911c16c3c22378,2bc9f4b2-833a-40c0-8862-55fa3b7cc2c4,2be3fbcd-0776-4abd-8836-9c6179d2f7fb,2026-02-25T07:14:11.099Z,2026-02-25T07:14:11.135Z
Shipments,2060892,M00014,MÉXICO_2060892,20260101,MÉXICO,10787.00,0.34,USD,Y,377f0657d701a7011c7ff46177dd6b16b17a558935c1a0b36ac92a4ee2ee3b5c,377f0657d701a7011c7ff46177dd6b16b17a558935c1a0b36ac92a4ee2ee3b5c,2bc9f4b2-833a-40c0-8862-55fa3b7cc2c4,2be3fbcd-0776-4abd-8836-9c6179d2f7fb,2026-02-25T07:14:11.099Z,2026-02-25T07:14:11.135Z
Shipments,66274,BA019174,CORRIPIO_66274,20260126,CORRIPIO,30240.24,4.44,USD,Y,0b8b870716b1679c50feffb3b3763c21ea5b95cd888ead577c44b15fe947934d,0b8b870716b1679c50feffb3b3763c21ea5b95cd888ead577c44b15fe947934d,2bc9f4b2-833a-40c0-8862-55fa3b7cc2c4,2be3fbcd-0776-4abd-8836-9c6179d2f7fb,2026-02-25T07:14:11.099Z,2026-02-25T07:14:11.135Z
Shipments,66402,AA583389,C.E.L._DISTRIBUTORS_66402,20260130,C.E.L._DISTRIBUTORS,1680.01,9.75,USD,Y,7f92c89585f62ad9cbb2e74963fab4c58845135f386ef85b88da956e1a23623e,7f92c89585f62ad9cbb2e74963fab4c58845135f386ef85b88da956e1a23623e,2bc9f4b2-833a-40c0-8862-55fa3b7cc2c4,2be3fbcd-0776-4abd-8836-9c6179d2f7fb,2026-02-25T07:14:11.099Z,2026-02-25T07:14:11.135Z
Shipments,66317,AA648133,IBERIA_FOODS_NY_66317,20260128,IBERIA_FOODS_NY,1512.01,8.12,USD,Y,fb7ea3372cd2b172bc56aa4a143869089f1ca5f8cf4f61cbf974da00cb825c0c,fb7ea3372cd2b172bc56aa4a143869089f1ca5f8cf4f61cbf974da00cb825c0c,2bc9f4b2-833a-40c0-8862-55fa3b7cc2c4,2be3fbcd-0776-4abd-8836-9c6179d2f7fb,2026-02-25T07:14:11.099Z,2026-02-25T07:14:11.135Z
Shipments,66317,BA000321,IBERIA_FOODS_NY_66317,20260209,IBERIA_FOODS_NY,1465.00,7.30,USD,Y,a4338486c96a264e73939af98fb9f2d979b69f8377ae6005615623314c01f8a2,a4338486c96a264e73939af98fb9f2d979b69f8377ae6005615623314c01f8a2,2bc9f4b2-833a-40c0-8862-55fa3b7cc2c4,2be3fbcd-0776-4abd-8836-9c6179d2f7fb,2026-02-25T07:14:11.099Z,2026-02-25T07:14:11.135Z
Shipments,68947,BA004887,ALMACENES SANTANA_68947,20260129,ALMACENES SANTANA,1512.01,4.18,USD,Y,b0aac75e7551ac367a9c5bf66482675d87570654166aff38cfe61daa537ae822,b0aac75e7551ac367a9c5bf66482675d87570654166aff38cfe61daa537ae822,2bc9f4b2-833a-40c0-8862-55fa3b7cc2c4,2be3fbcd-0776-4abd-8836-9c6179d2f7fb,2026-02-25T07:14:11.099Z,2026-02-25T07:14:11.135Z
