customer_id,part_name,site_value,status,onorder,monthlyclosing,stockout,date,record_key_hash,integration_id,batch_id,execution_id,create_timestamp,last_updated_timestamp
66336,BA023400,PEPSICOLA_PUERTO_RICO_66336,Regular,0.00,0.00,0.00,20250531,8b65b66ad0bce9304e565b0716f794c9d1c446fd85f50287be049ea771d8c265,8b65b66ad0bce9304e565b0716f794c9d1c446fd85f50287be049ea771d8c265,80bb0c8d-77f6-4c36-a787-9c249370fa6b,bd2bad2d-7bd8-4742-9037-88bd1b09924b,2026-02-19T09:01:49.185Z,2026-02-25T06:25:53.168Z
30001,BA001813,THE_TESALIA_30001,Regular,0.00,0.00,55.00,20251130,efab58998e7485a1f51e2d14de788383ca0a48ed481bb2934f19db6b39553699,efab58998e7485a1f51e2d14de788383ca0a48ed481bb2934f19db6b39553699,80bb0c8d-77f6-4c36-a787-9c249370fa6b,bd2bad2d-7bd8-4742-9037-88bd1b09924b,2026-02-19T09:01:49.185Z,2026-02-25T06:25:53.168Z
2060885,BA006841,MARES_2060885,Regular,0.00,0.00,1519.11,20250930,8a440c8329c744f8407cd52d20c03a2f218b9c7aca89d46bb6d72964f9eadab4,8a440c8329c744f8407cd52d20c03a2f218b9c7aca89d46bb6d72964f9eadab4,80bb0c8d-77f6-4c36-a787-9c249370fa6b,bd2bad2d-7bd8-4742-9037-88bd1b09924b,2026-02-19T09:01:49.185Z,2026-02-25T06:25:53.168Z
30001,BA022818,THE_TESALIA_30001,Regular,0.00,0.00,2.58,20251031,957f9132f1daf4b500a1c8ffe5ec733fda07a1a764b51e6039a7cb808abffd07,957f9132f1daf4b500a1c8ffe5ec733fda07a1a764b51e6039a7cb808abffd07,80bb0c8d-77f6-4c36-a787-9c249370fa6b,bd2bad2d-7bd8-4742-9037-88bd1b09924b,2026-02-19T09:01:49.185Z,2026-02-25T06:25:53.168Z
66328,AA065079,EMBOTELLADORA_LA_MARIPOSA_66328,Regular,0.00,0.00,69.50,20250830,1ee54f1ad233f0bdeccc7b29b6034954ddacbcdc3aff999bc3502e175f5de266,1ee54f1ad233f0bdeccc7b29b6034954ddacbcdc3aff999bc3502e175f5de266,80bb0c8d-77f6-4c36-a787-9c249370fa6b,bd2bad2d-7bd8-4742-9037-88bd1b09924b,2026-02-19T09:01:49.185Z,2026-02-25T06:25:53.168Z
66328,AA065079,EMBOTELLADORA_LA_MARIPOSA_66328,Regular,0.00,0.00,261.25,20250731,7a1f9ced9cdb82c03b3fa2c59f24e458783f28cb229e6b365d4d7d263f33faaf,7a1f9ced9cdb82c03b3fa2c59f24e458783f28cb229e6b365d4d7d263f33faaf,80bb0c8d-77f6-4c36-a787-9c249370fa6b,bd2bad2d-7bd8-4742-9037-88bd1b09924b,2026-02-19T09:01:49.185Z,2026-02-25T06:25:53.168Z
30001,BA019138,THE_TESALIA_30001,Regular,0.00,0.00,939.83,20260131,e98415164d83470afc9a164c4c62e35fba9132112dd0de23a4602ff9483af1c7,e98415164d83470afc9a164c4c62e35fba9132112dd0de23a4602ff9483af1c7,80bb0c8d-77f6-4c36-a787-9c249370fa6b,bd2bad2d-7bd8-4742-9037-88bd1b09924b,2026-02-19T09:01:49.185Z,2026-02-25T06:25:53.168Z
66328,BA003526,EMBOTELLADORA_LA_MARIPOSA_66328,Regular,0.00,0.00,9.58,20250731,40fdfd2e38490eb4a343bb93cae892652cfc6028e2c57f5e71412051a80a9b05,40fdfd2e38490eb4a343bb93cae892652cfc6028e2c57f5e71412051a80a9b05,80bb0c8d-77f6-4c36-a787-9c249370fa6b,bd2bad2d-7bd8-4742-9037-88bd1b09924b,2026-02-19T09:01:49.185Z,2026-02-25T06:25:53.168Z
66336,BA023401,PEPSICOLA_PUERTO_RICO_66336,Regular,0.00,0.00,150.16,20250731,ff7cb9ef16ec38b613859fb36d9157fb918c896db893e2689165e6fa7748daa1,ff7cb9ef16ec38b613859fb36d9157fb918c896db893e2689165e6fa7748daa1,80bb0c8d-77f6-4c36-a787-9c249370fa6b,bd2bad2d-7bd8-4742-9037-88bd1b09924b,2026-02-19T09:01:49.185Z,2026-02-25T06:25:53.168Z
66328,BA003526,EMBOTELLADORA_LA_MARIPOSA_66328,Regular,0.00,0.00,376.95,20250531,69c2a85d1841bf6d6808014f6077867c754e45c57181e17348258a0d4fee13c9,69c2a85d1841bf6d6808014f6077867c754e45c57181e17348258a0d4fee13c9,80bb0c8d-77f6-4c36-a787-9c249370fa6b,bd2bad2d-7bd8-4742-9037-88bd1b09924b,2026-02-19T09:01:49.185Z,2026-02-25T06:25:53.168Z
66336,BA023398,PEPSICOLA_PUERTO_RICO_66336,Regular,0.00,0.00,0.00,20251231,a6749f36b56bc4d35cc05600cf6158be6a1c9b7d0cfb0eb4b733e17cf7b1eafb,a6749f36b56bc4d35cc05600cf6158be6a1c9b7d0cfb0eb4b733e17cf7b1eafb,80bb0c8d-77f6-4c36-a787-9c249370fa6b,bd2bad2d-7bd8-4742-9037-88bd1b09924b,2026-02-19T09:01:49.185Z,2026-02-25T06:25:53.168Z
30001,BA001813,THE_TESALIA_30001,Regular,0.00,0.00,502.89,20260131,82a69d5b6408156c94deb6f1d5d17a8bb8f70a176790d4067a601642886683d9,82a69d5b6408156c94deb6f1d5d17a8bb8f70a176790d4067a601642886683d9,80bb0c8d-77f6-4c36-a787-9c249370fa6b,bd2bad2d-7bd8-4742-9037-88bd1b09924b,2026-02-19T09:01:49.185Z,2026-02-25T06:25:53.168Z
