assembly_name,assembly_site_value,component_name,component_site_value,EffectiveInDate,EffectiveOutDate,quantityper,scrap,safety_stock,initial_inventory,integration_id,record_key_hash,batch_id,execution_id,create_timestamp,last_updated_timestamp
BA005212,TESALIA_400000105,426214,TESALIA_400000105,18050101,99991202,0.00028399999999999996,1,45,0,541a3c967bec6cef9682e6c9bd359251ce74e3a37265ac40feb4f381b7ec7786,541a3c967bec6cef9682e6c9bd359251ce74e3a37265ac40feb4f381b7ec7786,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA015682,TESALIA_400000105,427336,TESALIA_400000105,18050101,99991202,0.00035499999999999996,1,45,0,9e6469724884b60dcc87c70bfc960c129fcbdfbc488ef0f08bcd6fe7acf991d9,9e6469724884b60dcc87c70bfc960c129fcbdfbc488ef0f08bcd6fe7acf991d9,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA020409,TESALIA_400000105,426213,TESALIA_400000105,18050101,99991202,0.0008,1,45,0,925e5e546a261e257e66bd723fb0d72d364b4a8d92e65f314933e992d3020cf9,925e5e546a261e257e66bd723fb0d72d364b4a8d92e65f314933e992d3020cf9,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA014420,PERU_RP04,436105,PERU_RP04,18150101,99991202,0.0004207520552938554,1,45,0,0cb2dbcc66dcc59d4c0e9a65c79d028cef67aa01a5316379df39b47ebc6864a5,0cb2dbcc66dcc59d4c0e9a65c79d028cef67aa01a5316379df39b47ebc6864a5,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA000877,TESALIA_400000105,426213,TESALIA_400000105,18050101,99991202,0.0008,1,45,0,6f6e0e0869fb662fef3473691b575e58b7123b2edec187cd7f99c249c196b5cd,6f6e0e0869fb662fef3473691b575e58b7123b2edec187cd7f99c249c196b5cd,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA014420,PERU_RP04,436578,PERU_RP04,18150101,99991202,0.0002974101272999996,1,45,0,966c69f187fac9f28d7027efbe9a0ac4715c36c6136d92cd860f22026cbf7edd,966c69f187fac9f28d7027efbe9a0ac4715c36c6136d92cd860f22026cbf7edd,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA021184,PERU_RP04,436577,PERU_RP04,18150101,99991202,0.00023759976105946053,1,45,0,2a2fb462301c96340aa6d274ca9382c020c9b94be51a615c0e49be7445049d5c,2a2fb462301c96340aa6d274ca9382c020c9b94be51a615c0e49be7445049d5c,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA020438,TESALIA_400000105,426213,TESALIA_400000105,18050101,99991202,0.00024,1,45,0,016bd1ea19886ff67897986041366f9d15b94855fc673565be74b5931f29ac80,016bd1ea19886ff67897986041366f9d15b94855fc673565be74b5931f29ac80,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA002023,TESALIA_400000105,427336,TESALIA_400000105,18050101,99991202,0.001,1,45,0,704ed518d1b4623cd59f14d2233de26441df23884a6383d7026f7c88ded2e273,704ed518d1b4623cd59f14d2233de26441df23884a6383d7026f7c88ded2e273,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA013129,TESALIA_400000105,427336,TESALIA_400000105,18050101,99991202,0.001,1,45,0,3f52d56064707511c1ddb2d1023da2dfe567e2128b9f9c5e81ef890ffcba0e16,3f52d56064707511c1ddb2d1023da2dfe567e2128b9f9c5e81ef890ffcba0e16,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA013081,TESALIA_400000105,426214,TESALIA_400000105,18050101,99991202,0.0008,1,45,0,8623617e8079245a8ce301e69ce6ff8b11beb1b3e5f461ed8b6b94a8363b3448,8623617e8079245a8ce301e69ce6ff8b11beb1b3e5f461ed8b6b94a8363b3448,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
F2250001,MARIPOSA_GP00,420011,MARIPOSA_GP00,18020101,99991202,0.0029301453352086264,1,45,0,bf4928b771cbe1c75e9ea6d8c5b12566023ec69c7087ce31e06f379410cc25a2,bf4928b771cbe1c75e9ea6d8c5b12566023ec69c7087ce31e06f379410cc25a2,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA020437,TESALIA_400000105,427336,TESALIA_400000105,18050101,99991202,0.001,1,45,0,ee71fa7b7559eefdd8a151b1cb070b3d44ed40fb908300217ca4096d7b8de7b8,ee71fa7b7559eefdd8a151b1cb070b3d44ed40fb908300217ca4096d7b8de7b8,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA011683,TESALIA_400000105,426213,TESALIA_400000105,18050101,99991202,0.00028399999999999996,1,45,0,b7dd5ae0ebd79ce69cca4591e5cd8df3dfbe71ae86f214143c3d61b1201c7a37,b7dd5ae0ebd79ce69cca4591e5cd8df3dfbe71ae86f214143c3d61b1201c7a37,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA001470,TESALIA_400000105,427336,TESALIA_400000105,18050101,99991202,0.001,1,45,0,12f7409daa70dcd86b52923d06153777c486dfcc46a6051bdb104ff584f1254d,12f7409daa70dcd86b52923d06153777c486dfcc46a6051bdb104ff584f1254d,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA018624,MARIPOSA_GP00,420011,MARIPOSA_GP00,18020101,99991202,0.0012482419127988747,1,45,0,2ed963957d6349f318ebd7cebfdf5c92c36969aee282489aa54261d247db8fc7,2ed963957d6349f318ebd7cebfdf5c92c36969aee282489aa54261d247db8fc7,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA014420,PERU_RP04,436106,PERU_RP04,18150101,99991202,0.00020295267086951974,1,45,0,89f9c0995d0deac1736e1fd53b69ebfbdc8cff4b74c9678ac2234ea2d6a026e5,89f9c0995d0deac1736e1fd53b69ebfbdc8cff4b74c9678ac2234ea2d6a026e5,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA021184,PERU_RP04,436105,PERU_RP04,18080101,99991202,0.0004207520552938554,1,45,0,4d4d4627e94244a396b9fb6319a7e9016db3298dfd2185e1ff5e1d2d4793e636,4d4d4627e94244a396b9fb6319a7e9016db3298dfd2185e1ff5e1d2d4793e636,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA013134,TESALIA_400000105,426214,TESALIA_400000105,18050101,99991202,0.0008,1,45,0,86a02aff843e5a262a06d05fa2dab3cccd58d825357a54dd00f32f5e85985733,86a02aff843e5a262a06d05fa2dab3cccd58d825357a54dd00f32f5e85985733,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA013074,MARIPOSA_GP00,420011,MARIPOSA_GP00,18020101,99991202,0.0012482419127988747,1,45,0,f5714b73737fefa87605d1dc58a515e76a0c1fcfd4764218dab7730c1ef49672,f5714b73737fefa87605d1dc58a515e76a0c1fcfd4764218dab7730c1ef49672,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA000879,TESALIA_400000105,426213,TESALIA_400000105,18050101,99991202,0.0006,1,45,0,ec072981118ee9ef2ce7daff2cbcd1d17034fd1c424c2cd241aa12de78f2d2d1,ec072981118ee9ef2ce7daff2cbcd1d17034fd1c424c2cd241aa12de78f2d2d1,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
F2250002,PERU_RP04,437121,PERU_RP04,18150101,99991202,0.000237700518462,1,45,0,1bd61d7b7183e9fdea99f8721d9ad44525a9fa76b551a7646f132c36cabf1d47,1bd61d7b7183e9fdea99f8721d9ad44525a9fa76b551a7646f132c36cabf1d47,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
AA029006,MARIPOSA_GP00,420011,MARIPOSA_GP00,18020101,99991202,0.0012482419127988747,1,45,0,805c0d6eef1c38f4be3ed4712c096d43711e1216d4fd520d8627dc1a99828e40,805c0d6eef1c38f4be3ed4712c096d43711e1216d4fd520d8627dc1a99828e40,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
AA004006,MARIPOSA_GP00,420011,MARIPOSA_GP00,18020101,99991202,0.0012482419127988747,1,45,0,1911d8876eaa8c77c72117cc29a565fab1b864b90f873a9a1b5c99b33d0946b8,1911d8876eaa8c77c72117cc29a565fab1b864b90f873a9a1b5c99b33d0946b8,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA006842,MARIPOSA_GP00,420011,MARIPOSA_GP00,18020101,99991202,0.0012482419127988747,1,45,0,7dbefdef669584f4e4126f47a34f4919e74934095332fd86c1740a44ba22066c,7dbefdef669584f4e4126f47a34f4919e74934095332fd86c1740a44ba22066c,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA021553,MARIPOSA_GP00,420011,MARIPOSA_GP00,18020101,99991202,0.0022855133614627285,1,45,0,0de6cc62b5e8094d045bdfe00be9d6126bf360e6d2b29094b067f806591e90ea,0de6cc62b5e8094d045bdfe00be9d6126bf360e6d2b29094b067f806591e90ea,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA000785,TESALIA_400000105,426213,TESALIA_400000105,18050101,99991202,0.0006,1,45,0,ed6dcb0e740a7541a3f52bc4b5ec0f3e9aeeb4d3b675334d8fad29c2eaba5d36,ed6dcb0e740a7541a3f52bc4b5ec0f3e9aeeb4d3b675334d8fad29c2eaba5d36,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA000786,TESALIA_400000105,426213,TESALIA_400000105,18050101,99991202,0.0005046666666666667,1,45,0,1faf1f6fad0461b7fae3e6e1f8dfb0df382833ca7492cf1c9d6dea76d5e11bfd,1faf1f6fad0461b7fae3e6e1f8dfb0df382833ca7492cf1c9d6dea76d5e11bfd,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA020242,MARIPOSA_GP00,420011,MARIPOSA_GP00,18020101,99991202,0.0012482419127988747,1,45,0,9eba7bb3057dded807099d038207cd7886d3c2a51cdf588f9761a42bcec3a8f7,9eba7bb3057dded807099d038207cd7886d3c2a51cdf588f9761a42bcec3a8f7,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA021187,TESALIA_400000105,426213,TESALIA_400000105,18050101,99991202,0.0005,1,45,0,6af90dc0008bb2351363e5169f5ef8d7df2de56ad034f8a3af3412b18f0a10d5,6af90dc0008bb2351363e5169f5ef8d7df2de56ad034f8a3af3412b18f0a10d5,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
AA050014,MARIPOSA_GP00,420011,MARIPOSA_GP00,18020101,99991202,0.0029301453352086264,1,45,0,fce7a814095996d3ad09d630f605fb487417c82e338009d5b2dc777b0ed3b236,fce7a814095996d3ad09d630f605fb487417c82e338009d5b2dc777b0ed3b236,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA005102,TESALIA_400000105,427336,TESALIA_400000105,18050101,99991202,0.00035499999999999996,1,45,0,e5c37d4f9e2110d66a9e85689b42c3ddfe3df8711b2d469b16a6d3bec698f676,e5c37d4f9e2110d66a9e85689b42c3ddfe3df8711b2d469b16a6d3bec698f676,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA014420,PERU_RP04,436579,PERU_RP04,18150101,99991202,0.00045540033512430543,1,45,0,7294fc333cf125ee75f84baf5eab638c12fe0c8bddb29e30d7898f51cdcee224,7294fc333cf125ee75f84baf5eab638c12fe0c8bddb29e30d7898f51cdcee224,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
AA780392,JAMAICA EXPORTS (PCJ)_J001,600403,JAMAICA EXPORTS (PCJ)_J001,18010101,99991202,0.033146,1,45,0,65fdf01f1d613a9eaeca154cee65f6e96477560fe02a5fe5bec184241476c9c8,65fdf01f1d613a9eaeca154cee65f6e96477560fe02a5fe5bec184241476c9c8,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
F2250002,PERU_RP04,437120,PERU_RP04,18150101,99991202,0.0005895587071083602,1,45,0,ef6e5c65f74200d43b4fd44291e54aec69cbfd22ea13ff67a856605b22907189,ef6e5c65f74200d43b4fd44291e54aec69cbfd22ea13ff67a856605b22907189,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA005103,TESALIA_400000105,427336,TESALIA_400000105,18050101,99991202,0.00035499999999999996,1,45,0,ad01c9aa7e06bc6c8797796ffc5a15e293be2e999de377e98fabfee8d6497d13,ad01c9aa7e06bc6c8797796ffc5a15e293be2e999de377e98fabfee8d6497d13,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA000784,TESALIA_400000105,426213,TESALIA_400000105,18050101,99991202,0.0008,1,45,0,2177fde4490ac2bf9bdf3857be971953b94eface75ae3ecca243fd4b6de4ded5,2177fde4490ac2bf9bdf3857be971953b94eface75ae3ecca243fd4b6de4ded5,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA007497,TESALIA_400000105,427336,TESALIA_400000105,18050101,99991202,0.001,1,45,0,8e5017942a45f44465131f2350524f71cbdb65c273835004e6cab3a1d3acda2a,8e5017942a45f44465131f2350524f71cbdb65c273835004e6cab3a1d3acda2a,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA019929,TESALIA_400000105,426213,TESALIA_400000105,18050101,99991202,0.00028399999999999996,1,45,0,519bf20d4a9a7f6fb591c27066c03fc698659c54186060c7c2d92540a3d200ea,519bf20d4a9a7f6fb591c27066c03fc698659c54186060c7c2d92540a3d200ea,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
BA020430,TESALIA_400000105,426214,TESALIA_400000105,18050101,99991202,0.0005046666666666667,1,45,0,b38fbd668098817437c2afbdcfeca8ec3ace3fce69d207eb2c395e6e45565e98,b38fbd668098817437c2afbdcfeca8ec3ace3fce69d207eb2c395e6e45565e98,baf191c9-130d-4065-99cd-a8f86c651bb8,13d408c4-5fca-4e2c-917e-6751d81bce8e,2026-02-20T04:10:26.003Z,2026-02-25T07:15:08.125Z
